"","Year","State","measure","data_item","unit","Domain","Domain.Category","Value"
"2810",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0"
"2811",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BUTOXYETHYL TRICLOPY = 116004)","0"
"2812",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0.086"
"2813",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","0.757"
"2814",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.162"
"2815",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","0.623"
"2816",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","0.782"
"2817",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"2818",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","0"
"2819",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","0"
"2820",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1.626"
"2821",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","0.38"
"2822",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","0"
"2823",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROMETRYN = 80805)","0"
"2824",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROPAZINE = 80808)","0"
"2825",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"2826",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","2.072"
"2827",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIETHYLAMINE TRICLO = 116002)","0"
"2828",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.091"
"2829",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
"2830",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"2831",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","0"
"2832",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","0.481"
"2833",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0"
"2834",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0"
"2835",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0"
"2836",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.007"
"2837",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"2838",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","0.83"
"2839",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.072"
"2840",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0"
"2841",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","0.025"
"2842",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"2843",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0.067"
"2844",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)","0"
"2845",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","0"
"2846",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"2847",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"2848",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.57"
"2849",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","0"
"2850",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"2851",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","0.564"
"2852",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","6.287"
"2853",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","6.005"
"2854",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","0"
"2855",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.537"
"2856",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"2857",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","0.113"
"2858",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","0.53"
"2859",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.358"
"2860",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0.198"
"2861",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","3.923"
"2862",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)","0"
"2863",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.477"
"2864",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","0"
"2865",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.286"
"2866",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0"
"2867",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BUTOXYETHYL TRICLOPY = 116004)","0"
"2868",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0.103"
"2869",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1.318"
"2870",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.271"
"2871",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","1.452"
"2872",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1.946"
"2873",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"2874",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","0"
"2875",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","0"
"2876",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2.913"
"2877",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","0.571"
"2878",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","0"
"2879",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROMETRYN = 80805)","0"
"2880",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROPAZINE = 80808)","0"
"2881",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"2882",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","3.853"
"2883",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIETHYLAMINE TRICLO = 116002)","0"
"2884",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.269"
"2885",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
"2886",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"2887",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","0"
"2888",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","0.744"
"2889",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0"
"2890",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0"
"2891",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0"
"2892",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","2.373"
"2893",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"2894",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","1.645"
"2895",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.1"
"2896",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0"
"2897",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","0.05"
"2898",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"2899",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0.122"
"2900",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)","0"
"2901",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","0"
"2902",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"2903",2017,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"2904",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","2.6"
"2905",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","0"
"2906",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"2907",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","1.9"
"2908",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","1.4"
"2909",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","3.5"
"2910",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","0"
"2911",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","2"
"2912",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"2913",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","1.3"
"2914",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","1.2"
"2915",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","2"
"2916",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","2.4"
"2917",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","2.1"
"2918",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)","0"
"2919",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","3.1"
"2920",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","0"
"2921",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","1.9"
"2922",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0"
"2923",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BUTOXYETHYL TRICLOPY = 116004)","0"
"2924",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","1.2"
"2925",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1.7"
"2926",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1.7"
"2927",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","2.3"
"2928",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","2.5"
"2929",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"2930",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","0"
"2931",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","0"
"2932",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1.8"
"2933",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1.5"
"2934",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","0"
"2935",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROMETRYN = 80805)","0"
"2936",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROPAZINE = 80808)","0"
"2937",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"2938",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.9"
"2939",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIETHYLAMINE TRICLO = 116002)","0"
"2940",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","3"
"2941",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
"2942",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"2943",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","0"
"2944",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1.5"
"2945",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0"
"2946",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0"
"2947",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0"
"2948",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","2.4"
"2949",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"2950",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","2"
"2951",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1.4"
"2952",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0"
"2953",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","2"
"2954",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"2955",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","1.8"
"2956",2017,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)","0"
